date,vaccine_name,batch_id,manufacturer,location,demand,supply,stock
2024-11-27,Sputnik V,SPU-331,Dr. Reddy's,Delhi,196,176,141
2024-11-28,Sputnik V,SPU-332,Dr. Reddy's,Maharashtra,190,217,171
2024-11-29,Sputnik V,SPU-333,Dr. Reddy's,Karnataka,194,216,194
2024-11-30,Sputnik V,SPU-334,Dr. Reddy's,Karnataka,194,204,199
2024-12-01,Sputnik V,SPU-335,Dr. Reddy's,Maharashtra,209,193,169
2024-12-02,Sputnik V,SPU-336,Dr. Reddy's,Karnataka,213,235,214
2024-12-03,Sputnik V,SPU-337,Dr. Reddy's,Delhi,237,246,199
2024-12-04,Sputnik V,SPU-338,Dr. Reddy's,Delhi,229,236,197
2024-12-05,Sputnik V,SPU-339,Dr. Reddy's,Maharashtra,212,203,185
2024-12-06,Sputnik V,SPU-340,Dr. Reddy's,Delhi,204,214,179
2024-12-07,Sputnik V,SPU-341,Dr. Reddy's,Tamil Nadu,173,198,171
2024-12-08,Sputnik V,SPU-342,Dr. Reddy's,Karnataka,182,207,170
2024-12-09,Sputnik V,SPU-343,Dr. Reddy's,Karnataka,189,194,161
2024-12-10,Sputnik V,SPU-344,Dr. Reddy's,Maharashtra,211,226,226
2024-12-11,Sputnik V,SPU-345,Dr. Reddy's,Delhi,216,218,192
2024-12-12,Sputnik V,SPU-346,Dr. Reddy's,Delhi,209,215,211
2024-12-13,Sputnik V,SPU-347,Dr. Reddy's,Maharashtra,185,190,179
2024-12-14,Sputnik V,SPU-348,Dr. Reddy's,Kerala,129,132,83
2024-12-15,Sputnik V,SPU-349,Dr. Reddy's,Delhi,143,148,142
2024-12-16,Sputnik V,SPU-350,Dr. Reddy's,Maharashtra,157,150,117
2024-12-17,Sputnik V,SPU-351,Dr. Reddy's,Kerala,158,156,149
2024-12-18,Sputnik V,SPU-352,Dr. Reddy's,Maharashtra,155,147,104
2024-12-19,Sputnik V,SPU-353,Dr. Reddy's,Delhi,166,167,151
2024-12-20,Sputnik V,SPU-354,Dr. Reddy's,Karnataka,160,188,151
2024-12-21,Sputnik V,SPU-355,Dr. Reddy's,Maharashtra,143,172,123
2024-12-22,Sputnik V,SPU-356,Dr. Reddy's,Tamil Nadu,151,163,144
2024-12-23,Sputnik V,SPU-357,Dr. Reddy's,Maharashtra,181,179,168
2024-12-24,Sputnik V,SPU-358,Dr. Reddy's,Delhi,196,180,151
2024-12-25,Sputnik V,SPU-359,Dr. Reddy's,Tamil Nadu,197,193,167
2024-12-26,Sputnik V,SPU-360,Dr. Reddy's,Kerala,189,211,189
2024-12-27,Sputnik V,SPU-361,Dr. Reddy's,Karnataka,184,184,183
2024-12-28,Sputnik V,SPU-362,Dr. Reddy's,Kerala,183,176,167
2024-12-29,Sputnik V,SPU-363,Dr. Reddy's,Maharashtra,199,220,220
2024-12-30,Sputnik V,SPU-364,Dr. Reddy's,Kerala,186,198,158
2024-01-01,Pfizer,PFI-000,Pfizer India,Kerala,182,192,175
2024-01-02,Pfizer,PFI-001,Pfizer India,Delhi,203,189,160
2024-01-03,Pfizer,PFI-002,Pfizer India,Delhi,204,227,207
2024-01-04,Pfizer,PFI-003,Pfizer India,Kerala,199,179,142
2024-01-05,Pfizer,PFI-004,Pfizer India,Delhi,185,182,164
2024-01-06,Pfizer,PFI-005,Pfizer India,Maharashtra,203,225,187
2024-01-07,Pfizer,PFI-006,Pfizer India,Karnataka,213,212,177
2024-01-08,Pfizer,PFI-007,Pfizer India,Maharashtra,207,192,186
2024-01-09,Pfizer,PFI-008,Pfizer India,Delhi,215,208,158
2024-01-10,Pfizer,PFI-009,Pfizer India,Delhi,224,223,187
2024-01-11,Pfizer,PFI-010,Pfizer India,Karnataka,224,234,234
2024-01-12,Pfizer,PFI-011,Pfizer India,Delhi,202,217,204
2024-01-13,Pfizer,PFI-012,Pfizer India,Tamil Nadu,169,178,167
2024-01-14,Pfizer,PFI-013,Pfizer India,Kerala,165,151,115
2024-01-15,Pfizer,PFI-014,Pfizer India,Maharashtra,169,191,184
2024-01-16,Pfizer,PFI-015,Pfizer India,Karnataka,200,224,184
2024-01-17,Pfizer,PFI-016,Pfizer India,Kerala,187,177,140
2024-01-18,Pfizer,PFI-017,Pfizer India,Delhi,162,164,150
2024-01-19,Pfizer,PFI-018,Pfizer India,Tamil Nadu,158,139,99
2024-01-20,Pfizer,PFI-019,Pfizer India,Maharashtra,139,145,120
2024-01-21,Pfizer,PFI-020,Pfizer India,Delhi,134,119,119
2024-01-22,Pfizer,PFI-021,Pfizer India,Karnataka,145,142,111
2024-01-23,Pfizer,PFI-022,Pfizer India,Kerala,171,188,175
2024-01-24,Pfizer,PFI-023,Pfizer India,Maharashtra,173,184,157
2024-01-25,Pfizer,PFI-024,Pfizer India,Karnataka,172,187,154
2024-01-26,Pfizer,PFI-025,Pfizer India,Maharashtra,138,141,93
2024-01-27,Pfizer,PFI-026,Pfizer India,Maharashtra,148,168,149
2024-01-28,Pfizer,PFI-027,Pfizer India,Maharashtra,140,158,144
2024-01-29,Pfizer,PFI-028,Pfizer India,Delhi,172,155,139
2024-01-30,Pfizer,PFI-029,Pfizer India,Delhi,196,181,164
2024-01-31,Pfizer,PFI-030,Pfizer India,Kerala,209,205,178
2024-02-01,Pfizer,PFI-031,Pfizer India,Karnataka,201,192,178
2024-02-02,Pfizer,PFI-032,Pfizer India,Maharashtra,168,167,120
2024-02-03,Pfizer,PFI-033,Pfizer India,Delhi,184,212,176
2024-02-04,Pfizer,PFI-034,Pfizer India,Karnataka,181,161,114
2024-02-05,Pfizer,PFI-035,Pfizer India,Kerala,194,220,220
2024-02-06,Pfizer,PFI-036,Pfizer India,Kerala,232,223,192
2024-02-07,Pfizer,PFI-037,Pfizer India,Kerala,225,244,199
2024-02-08,Pfizer,PFI-038,Pfizer India,Karnataka,214,243,229
2024-02-09,Pfizer,PFI-039,Pfizer India,Delhi,211,233,188
2024-02-10,Pfizer,PFI-040,Pfizer India,Delhi,184,173,161
2024-02-11,Pfizer,PFI-041,Pfizer India,Tamil Nadu,186,173,167
2024-02-12,Pfizer,PFI-042,Pfizer India,Tamil Nadu,191,187,151
2024-02-13,Pfizer,PFI-043,Pfizer India,Kerala,214,220,213
2024-02-14,Pfizer,PFI-044,Pfizer India,Delhi,200,196,149
2024-02-15,Pfizer,PFI-045,Pfizer India,Kerala,181,179,142
2024-02-16,Pfizer,PFI-046,Pfizer India,Delhi,155,145,143
2024-02-17,Pfizer,PFI-047,Pfizer India,Kerala,124,141,122
2024-02-18,Pfizer,PFI-048,Pfizer India,Kerala,141,140,131
2024-02-19,Pfizer,PFI-049,Pfizer India,Maharashtra,144,142,134
2024-02-20,Pfizer,PFI-050,Pfizer India,Tamil Nadu,171,162,137
2024-02-21,Pfizer,PFI-051,Pfizer India,Kerala,158,158,115
2024-02-22,Pfizer,PFI-052,Pfizer India,Maharashtra,150,140,117
2024-02-23,Pfizer,PFI-053,Pfizer India,Kerala,146,140,98
2024-02-24,Pfizer,PFI-054,Pfizer India,Maharashtra,136,154,104
2024-02-25,Pfizer,PFI-055,Pfizer India,Kerala,138,159,145
2024-02-26,Pfizer,PFI-056,Pfizer India,Delhi,160,169,124
2024-02-27,Pfizer,PFI-057,Pfizer India,Delhi,180,190,148
2024-02-28,Pfizer,PFI-058,Pfizer India,Tamil Nadu,184,195,195
2024-02-29,Pfizer,PFI-059,Pfizer India,Maharashtra,197,209,203
2024-03-01,Pfizer,PFI-060,Pfizer India,Delhi,171,200,172
2024-03-02,Pfizer,PFI-061,Pfizer India,Delhi,181,164,161
2024-03-03,Pfizer,PFI-062,Pfizer India,Maharashtra,188,190,173
2024-03-04,Pfizer,PFI-063,Pfizer India,Karnataka,190,187,170
2024-03-05,Pfizer,PFI-064,Pfizer India,Kerala,225,225,184
2024-03-06,Pfizer,PFI-065,Pfizer India,Tamil Nadu,216,228,198
2024-03-07,Pfizer,PFI-066,Pfizer India,Kerala,216,221,177
2024-03-08,Pfizer,PFI-067,Pfizer India,Delhi,207,203,203
2024-03-09,Pfizer,PFI-068,Pfizer India,Maharashtra,195,188,146
2024-03-10,Pfizer,PFI-069,Pfizer India,Karnataka,197,221,208
2024-03-11,Pfizer,PFI-070,Pfizer India,Kerala,192,207,172
2024-03-12,Pfizer,PFI-071,Pfizer India,Tamil Nadu,221,233,192
2024-03-13,Pfizer,PFI-072,Pfizer India,Tamil Nadu,226,211,180
2024-03-14,Pfizer,PFI-073,Pfizer India,Delhi,183,198,181
2024-03-15,Pfizer,PFI-074,Pfizer India,Tamil Nadu,168,189,178
2024-03-16,Pfizer,PFI-075,Pfizer India,Maharashtra,165,163,115
2024-03-17,Pfizer,PFI-076,Pfizer India,Tamil Nadu,146,133,111
2024-03-18,Pfizer,PFI-077,Pfizer India,Kerala,171,184,144
2024-03-19,Pfizer,PFI-078,Pfizer India,Maharashtra,178,160,126
2024-03-20,Pfizer,PFI-079,Pfizer India,Kerala,178,203,180
2024-03-21,Pfizer,PFI-080,Pfizer India,Delhi,163,159,146
2024-03-22,Pfizer,PFI-081,Pfizer India,Maharashtra,152,181,132
2024-03-23,Pfizer,PFI-082,Pfizer India,Kerala,129,126,85
2024-03-24,Pfizer,PFI-083,Pfizer India,Maharashtra,131,154,108
2024-03-25,Pfizer,PFI-084,Pfizer India,Karnataka,134,133,113
2024-03-26,Pfizer,PFI-085,Pfizer India,Karnataka,170,155,149
2024-03-27,Pfizer,PFI-086,Pfizer India,Maharashtra,174,154,109
2024-03-28,Pfizer,PFI-087,Pfizer India,Maharashtra,176,200,184
2024-03-29,Pfizer,PFI-088,Pfizer India,Kerala,162,183,156
2024-03-30,Pfizer,PFI-089,Pfizer India,Karnataka,163,188,146
2024-03-31,Pfizer,PFI-090,Pfizer India,Tamil Nadu,164,155,117
2024-04-01,Pfizer,PFI-091,Pfizer India,Kerala,187,167,119
2024-04-02,Pfizer,PFI-092,Pfizer India,Karnataka,217,223,193
2024-04-03,Pfizer,PFI-093,Pfizer India,Delhi,206,220,180
2024-04-04,Pfizer,PFI-094,Pfizer India,Kerala,219,216,210
2024-04-05,Pfizer,PFI-095,Pfizer India,Kerala,217,244,213
2024-04-06,Pfizer,PFI-096,Pfizer India,Maharashtra,197,189,143
2024-04-07,Pfizer,PFI-097,Pfizer India,Karnataka,214,207,207
2024-04-08,Pfizer,PFI-098,Pfizer India,Karnataka,222,211,196
2024-04-09,Pfizer,PFI-099,Pfizer India,Tamil Nadu,227,224,194
2024-04-10,Pfizer,PFI-100,Pfizer India,Karnataka,221,223,198
2024-04-11,Pfizer,PFI-101,Pfizer India,Kerala,223,242,228
2024-04-12,Pfizer,PFI-102,Pfizer India,Karnataka,187,192,152
2024-04-13,Pfizer,PFI-103,Pfizer India,Kerala,164,183,170
2024-04-14,Pfizer,PFI-104,Pfizer India,Tamil Nadu,154,170,151
2024-04-15,Pfizer,PFI-105,Pfizer India,Maharashtra,188,170,167
2024-04-16,Pfizer,PFI-106,Pfizer India,Maharashtra,205,227,201
2024-04-17,Pfizer,PFI-107,Pfizer India,Delhi,203,225,181
2024-04-18,Pfizer,PFI-108,Pfizer India,Kerala,185,176,142
2024-04-19,Pfizer,PFI-109,Pfizer India,Kerala,156,171,124
2024-04-20,Pfizer,PFI-110,Pfizer India,Kerala,129,128,122
2024-04-21,Pfizer,PFI-111,Pfizer India,Karnataka,157,185,171
2024-04-22,Pfizer,PFI-112,Pfizer India,Maharashtra,145,151,117
2024-04-23,Pfizer,PFI-113,Pfizer India,Maharashtra,158,160,110
2024-04-24,Pfizer,PFI-114,Pfizer India,Tamil Nadu,182,189,163
2024-04-25,Pfizer,PFI-115,Pfizer India,Karnataka,163,189,148
2024-04-26,Pfizer,PFI-116,Pfizer India,Kerala,163,145,104
2024-04-27,Pfizer,PFI-117,Pfizer India,Maharashtra,155,181,172
2024-04-28,Pfizer,PFI-118,Pfizer India,Maharashtra,155,141,137
2024-04-29,Pfizer,PFI-119,Pfizer India,Delhi,178,199,170
2024-04-30,Pfizer,PFI-120,Pfizer India,Karnataka,203,223,180
2024-05-01,Pfizer,PFI-121,Pfizer India,Tamil Nadu,218,201,175
2024-05-02,Pfizer,PFI-122,Pfizer India,Maharashtra,203,215,204
2024-05-03,Pfizer,PFI-123,Pfizer India,Maharashtra,196,178,161
2024-05-04,Pfizer,PFI-124,Pfizer India,Delhi,187,212,197
2024-05-05,Pfizer,PFI-125,Pfizer India,Maharashtra,196,226,218
2024-05-06,Pfizer,PFI-126,Pfizer India,Maharashtra,192,197,157
2024-05-07,Pfizer,PFI-127,Pfizer India,Karnataka,241,249,235
2024-05-08,Pfizer,PFI-128,Pfizer India,Maharashtra,232,258,256
2024-05-09,Pfizer,PFI-129,Pfizer India,Kerala,243,241,192
2024-05-10,Pfizer,PFI-130,Pfizer India,Delhi,208,210,186
2024-05-11,Pfizer,PFI-131,Pfizer India,Tamil Nadu,180,206,178
2024-05-12,Pfizer,PFI-132,Pfizer India,Tamil Nadu,197,216,174
2024-05-13,Pfizer,PFI-133,Pfizer India,Maharashtra,204,188,169
2024-05-14,Pfizer,PFI-134,Pfizer India,Karnataka,209,202,197
2024-05-15,Pfizer,PFI-135,Pfizer India,Kerala,192,217,215
2024-05-16,Pfizer,PFI-136,Pfizer India,Kerala,184,179,155
2024-05-17,Pfizer,PFI-137,Pfizer India,Tamil Nadu,151,147,113
2024-05-18,Pfizer,PFI-138,Pfizer India,Delhi,155,139,98
2024-05-19,Pfizer,PFI-139,Pfizer India,Karnataka,152,159,131
2024-05-20,Pfizer,PFI-140,Pfizer India,Maharashtra,156,152,106
2024-05-21,Pfizer,PFI-141,Pfizer India,Maharashtra,171,155,114
2024-05-22,Pfizer,PFI-142,Pfizer India,Kerala,188,180,158
2024-05-23,Pfizer,PFI-143,Pfizer India,Maharashtra,154,138,90
2024-05-24,Pfizer,PFI-144,Pfizer India,Kerala,152,164,129
2024-05-25,Pfizer,PFI-145,Pfizer India,Delhi,141,133,108
2024-05-26,Pfizer,PFI-146,Pfizer India,Kerala,163,147,105
2024-05-27,Pfizer,PFI-147,Pfizer India,Karnataka,173,192,145
2024-05-28,Pfizer,PFI-148,Pfizer India,Kerala,190,201,183
2024-05-29,Pfizer,PFI-149,Pfizer India,Delhi,209,236,219
2024-05-30,Pfizer,PFI-150,Pfizer India,Kerala,193,206,156
2024-05-31,Pfizer,PFI-151,Pfizer India,Delhi,176,184,145
2024-06-01,Pfizer,PFI-152,Pfizer India,Maharashtra,170,176,127
2024-06-02,Pfizer,PFI-153,Pfizer India,Delhi,199,202,177
2024-06-03,Pfizer,PFI-154,Pfizer India,Tamil Nadu,217,239,198
2024-06-04,Pfizer,PFI-155,Pfizer India,Karnataka,235,259,254
2024-06-05,Pfizer,PFI-156,Pfizer India,Maharashtra,223,220,219
2024-06-06,Pfizer,PFI-157,Pfizer India,Kerala,226,225,202
2024-06-07,Pfizer,PFI-158,Pfizer India,Tamil Nadu,196,214,168
2024-06-08,Pfizer,PFI-159,Pfizer India,Delhi,190,215,211
2024-06-09,Pfizer,PFI-160,Pfizer India,Karnataka,197,186,145
2024-06-10,Pfizer,PFI-161,Pfizer India,Tamil Nadu,215,222,174
2024-06-11,Pfizer,PFI-162,Pfizer India,Karnataka,227,231,212
2024-06-12,Pfizer,PFI-163,Pfizer India,Delhi,221,237,224
2024-06-13,Pfizer,PFI-164,Pfizer India,Kerala,207,204,170
2024-06-14,Pfizer,PFI-165,Pfizer India,Tamil Nadu,176,157,111
2024-06-15,Pfizer,PFI-166,Pfizer India,Maharashtra,162,166,160
2024-06-16,Pfizer,PFI-167,Pfizer India,Karnataka,160,174,162
2024-06-17,Pfizer,PFI-168,Pfizer India,Kerala,182,206,188
2024-06-18,Pfizer,PFI-169,Pfizer India,Delhi,167,163,118
2024-06-19,Pfizer,PFI-170,Pfizer India,Tamil Nadu,189,202,199
2024-06-20,Pfizer,PFI-171,Pfizer India,Maharashtra,165,159,151
2024-06-21,Pfizer,PFI-172,Pfizer India,Tamil Nadu,149,170,156
2024-06-22,Pfizer,PFI-173,Pfizer India,Maharashtra,128,135,99
2024-06-23,Pfizer,PFI-174,Pfizer India,Tamil Nadu,130,152,144
2024-06-24,Pfizer,PFI-175,Pfizer India,Kerala,169,183,155
2024-06-25,Pfizer,PFI-176,Pfizer India,Delhi,194,200,159
2024-06-26,Pfizer,PFI-177,Pfizer India,Delhi,202,189,139
2024-06-27,Pfizer,PFI-178,Pfizer India,Tamil Nadu,174,160,147
2024-06-28,Pfizer,PFI-179,Pfizer India,Tamil Nadu,172,189,172
2024-06-29,Pfizer,PFI-180,Pfizer India,Karnataka,155,177,174
2024-06-30,Pfizer,PFI-181,Pfizer India,Maharashtra,179,169,143
2024-07-01,Pfizer,PFI-182,Pfizer India,Delhi,183,168,168
2024-07-02,Pfizer,PFI-183,Pfizer India,Karnataka,213,225,224
2024-07-03,Pfizer,PFI-184,Pfizer India,Delhi,235,261,257
2024-07-04,Pfizer,PFI-185,Pfizer India,Kerala,232,255,231
2024-07-05,Pfizer,PFI-186,Pfizer India,Karnataka,225,248,238
2024-07-06,Pfizer,PFI-187,Pfizer India,Kerala,190,191,187
2024-07-07,Pfizer,PFI-188,Pfizer India,Delhi,212,221,208
2024-07-08,Pfizer,PFI-189,Pfizer India,Tamil Nadu,217,219,187
2024-07-09,Pfizer,PFI-190,Pfizer India,Delhi,238,245,241
2024-07-10,Pfizer,PFI-191,Pfizer India,Delhi,250,278,256
2024-07-11,Pfizer,PFI-192,Pfizer India,Tamil Nadu,221,250,223
2024-07-12,Pfizer,PFI-193,Pfizer India,Tamil Nadu,202,198,153
2024-07-13,Pfizer,PFI-194,Pfizer India,Maharashtra,166,177,168
2024-07-14,Pfizer,PFI-195,Pfizer India,Maharashtra,168,189,181
2024-07-15,Pfizer,PFI-196,Pfizer India,Kerala,188,176,160
2024-07-16,Pfizer,PFI-197,Pfizer India,Delhi,183,179,150
2024-07-17,Pfizer,PFI-198,Pfizer India,Tamil Nadu,188,196,191
2024-07-18,Pfizer,PFI-199,Pfizer India,Kerala,180,189,183
2024-07-19,Pfizer,PFI-200,Pfizer India,Karnataka,174,174,156
2024-07-20,Pfizer,PFI-201,Pfizer India,Tamil Nadu,161,146,102
2024-07-21,Pfizer,PFI-202,Pfizer India,Kerala,152,146,124
2024-07-22,Pfizer,PFI-203,Pfizer India,Kerala,163,160,139
2024-07-23,Pfizer,PFI-204,Pfizer India,Tamil Nadu,176,181,176
2024-07-24,Pfizer,PFI-205,Pfizer India,Karnataka,188,174,149
2024-07-25,Pfizer,PFI-206,Pfizer India,Tamil Nadu,181,194,183
2024-07-26,Pfizer,PFI-207,Pfizer India,Maharashtra,166,175,138
2024-07-27,Pfizer,PFI-208,Pfizer India,Maharashtra,161,174,166
2024-07-28,Pfizer,PFI-209,Pfizer India,Maharashtra,188,181,163
2024-07-29,Pfizer,PFI-210,Pfizer India,Kerala,203,216,177
2024-07-30,Pfizer,PFI-211,Pfizer India,Delhi,217,228,204
2024-07-31,Pfizer,PFI-212,Pfizer India,Maharashtra,221,230,213
2024-08-01,Pfizer,PFI-213,Pfizer India,Maharashtra,231,239,198
2024-08-02,Pfizer,PFI-214,Pfizer India,Maharashtra,204,197,163
2024-08-03,Pfizer,PFI-215,Pfizer India,Kerala,220,223,207
2024-08-04,Pfizer,PFI-216,Pfizer India,Karnataka,214,220,188
2024-08-05,Pfizer,PFI-217,Pfizer India,Kerala,223,214,213
2024-08-06,Pfizer,PFI-218,Pfizer India,Delhi,236,250,238
2024-08-07,Pfizer,PFI-219,Pfizer India,Karnataka,241,239,209
2024-08-08,Pfizer,PFI-220,Pfizer India,Delhi,245,275,270
2024-08-09,Pfizer,PFI-221,Pfizer India,Tamil Nadu,210,205,156
2024-08-10,Pfizer,PFI-222,Pfizer India,Tamil Nadu,177,186,152
2024-08-11,Pfizer,PFI-223,Pfizer India,Delhi,195,178,139
2024-08-12,Pfizer,PFI-224,Pfizer India,Karnataka,206,213,177
2024-08-13,Pfizer,PFI-225,Pfizer India,Tamil Nadu,217,217,176
2024-08-14,Pfizer,PFI-226,Pfizer India,Kerala,198,194,192
2024-08-15,Pfizer,PFI-227,Pfizer India,Karnataka,209,236,203
2024-08-16,Pfizer,PFI-228,Pfizer India,Kerala,172,199,195
2024-08-17,Pfizer,PFI-229,Pfizer India,Karnataka,145,150,123
2024-08-18,Pfizer,PFI-230,Pfizer India,Karnataka,144,166,146
2024-08-19,Pfizer,PFI-231,Pfizer India,Karnataka,158,145,122
2024-08-20,Pfizer,PFI-232,Pfizer India,Delhi,179,162,115
2024-08-21,Pfizer,PFI-233,Pfizer India,Maharashtra,196,219,215
2024-08-22,Pfizer,PFI-234,Pfizer India,Karnataka,180,189,181
2024-08-23,Pfizer,PFI-235,Pfizer India,Maharashtra,171,162,161
2024-08-24,Pfizer,PFI-236,Pfizer India,Delhi,164,186,153
2024-08-25,Pfizer,PFI-237,Pfizer India,Tamil Nadu,170,195,153
2024-08-26,Pfizer,PFI-238,Pfizer India,Maharashtra,176,181,166
2024-08-27,Pfizer,PFI-239,Pfizer India,Karnataka,208,220,210
2024-08-28,Pfizer,PFI-240,Pfizer India,Karnataka,228,217,185
2024-08-29,Pfizer,PFI-241,Pfizer India,Maharashtra,218,241,214
2024-08-30,Pfizer,PFI-242,Pfizer India,Delhi,209,192,192
2024-08-31,Pfizer,PFI-243,Pfizer India,Tamil Nadu,200,211,195
2024-09-01,Pfizer,PFI-244,Pfizer India,Tamil Nadu,224,237,222
2024-09-02,Pfizer,PFI-245,Pfizer India,Tamil Nadu,212,221,189
2024-09-03,Pfizer,PFI-246,Pfizer India,Karnataka,254,259,242
2024-09-04,Pfizer,PFI-247,Pfizer India,Delhi,243,238,201
2024-09-05,Pfizer,PFI-248,Pfizer India,Maharashtra,236,226,191
2024-09-06,Pfizer,PFI-249,Pfizer India,Delhi,223,230,209
2024-09-07,Pfizer,PFI-250,Pfizer India,Kerala,217,243,241
2024-09-08,Pfizer,PFI-251,Pfizer India,Tamil Nadu,187,169,139
2024-09-09,Pfizer,PFI-252,Pfizer India,Karnataka,215,196,166
2024-09-10,Pfizer,PFI-253,Pfizer India,Karnataka,200,193,184
2024-09-11,Pfizer,PFI-254,Pfizer India,Kerala,226,230,214
2024-09-12,Pfizer,PFI-255,Pfizer India,Delhi,205,217,174
2024-09-13,Pfizer,PFI-256,Pfizer India,Maharashtra,193,177,130
2024-09-14,Pfizer,PFI-257,Pfizer India,Tamil Nadu,163,169,140
2024-09-15,Pfizer,PFI-258,Pfizer India,Tamil Nadu,183,208,189
2024-09-16,Pfizer,PFI-259,Pfizer India,Tamil Nadu,160,151,123
2024-09-17,Pfizer,PFI-260,Pfizer India,Karnataka,174,185,173
2024-09-18,Pfizer,PFI-261,Pfizer India,Kerala,196,197,158
2024-09-19,Pfizer,PFI-262,Pfizer India,Tamil Nadu,185,187,167
2024-09-20,Pfizer,PFI-263,Pfizer India,Delhi,172,187,150
2024-09-21,Pfizer,PFI-264,Pfizer India,Karnataka,149,175,134
2024-09-22,Pfizer,PFI-265,Pfizer India,Karnataka,170,184,139
2024-09-23,Pfizer,PFI-266,Pfizer India,Tamil Nadu,181,205,185
2024-09-24,Pfizer,PFI-267,Pfizer India,Karnataka,201,211,210
2024-09-25,Pfizer,PFI-268,Pfizer India,Karnataka,193,220,203
2024-09-26,Pfizer,PFI-269,Pfizer India,Kerala,204,204,200
2024-09-27,Pfizer,PFI-270,Pfizer India,Kerala,191,194,191
2024-09-28,Pfizer,PFI-271,Pfizer India,Maharashtra,201,204,163
2024-09-29,Pfizer,PFI-272,Pfizer India,Karnataka,185,175,170
2024-09-30,Pfizer,PFI-273,Pfizer India,Delhi,204,208,179
2024-10-01,Pfizer,PFI-274,Pfizer India,Maharashtra,244,255,209
2024-10-02,Pfizer,PFI-275,Pfizer India,Tamil Nadu,234,264,260
2024-10-03,Pfizer,PFI-276,Pfizer India,Delhi,231,242,198
2024-10-04,Pfizer,PFI-277,Pfizer India,Delhi,212,239,195
2024-10-05,Pfizer,PFI-278,Pfizer India,Karnataka,202,232,227
2024-10-06,Pfizer,PFI-279,Pfizer India,Delhi,196,183,182
2024-10-07,Pfizer,PFI-280,Pfizer India,Tamil Nadu,202,228,206
2024-10-08,Pfizer,PFI-281,Pfizer India,Kerala,247,246,209
2024-10-09,Pfizer,PFI-282,Pfizer India,Kerala,249,255,206
2024-10-10,Pfizer,PFI-283,Pfizer India,Maharashtra,220,214,171
2024-10-11,Pfizer,PFI-284,Pfizer India,Kerala,203,230,220
2024-10-12,Pfizer,PFI-285,Pfizer India,Kerala,197,217,178
2024-10-13,Pfizer,PFI-286,Pfizer India,Tamil Nadu,167,191,190
2024-10-14,Pfizer,PFI-287,Pfizer India,Maharashtra,185,173,170
2024-10-15,Pfizer,PFI-288,Pfizer India,Maharashtra,197,216,170
2024-10-16,Pfizer,PFI-289,Pfizer India,Tamil Nadu,209,206,163
2024-10-17,Pfizer,PFI-290,Pfizer India,Delhi,198,220,206
2024-10-18,Pfizer,PFI-291,Pfizer India,Delhi,139,151,106
2024-10-19,Pfizer,PFI-292,Pfizer India,Karnataka,160,155,138
2024-10-20,Pfizer,PFI-293,Pfizer India,Delhi,156,176,169
2024-10-21,Pfizer,PFI-294,Pfizer India,Delhi,174,171,162
2024-10-22,Pfizer,PFI-295,Pfizer India,Kerala,189,169,141
2024-10-23,Pfizer,PFI-296,Pfizer India,Kerala,188,175,160
2024-10-24,Pfizer,PFI-297,Pfizer India,Delhi,180,198,179
2024-10-25,Pfizer,PFI-298,Pfizer India,Delhi,174,181,138
2024-10-26,Pfizer,PFI-299,Pfizer India,Delhi,168,164,160
2024-10-27,Pfizer,PFI-300,Pfizer India,Maharashtra,189,192,190
2024-10-28,Pfizer,PFI-301,Pfizer India,Tamil Nadu,215,230,186
2024-10-29,Pfizer,PFI-302,Pfizer India,Tamil Nadu,210,193,174
2024-10-30,Pfizer,PFI-303,Pfizer India,Karnataka,237,217,209
2024-10-31,Pfizer,PFI-304,Pfizer India,Maharashtra,237,262,235
2024-11-01,Pfizer,PFI-305,Pfizer India,Karnataka,199,206,157
2024-11-02,Pfizer,PFI-306,Pfizer India,Delhi,218,202,180
2024-11-03,Pfizer,PFI-307,Pfizer India,Delhi,219,212,197
2024-11-04,Pfizer,PFI-308,Pfizer India,Delhi,224,237,189
2024-11-05,Pfizer,PFI-309,Pfizer India,Kerala,238,219,181
2024-11-06,Pfizer,PFI-310,Pfizer India,Maharashtra,237,267,239
2024-11-07,Pfizer,PFI-311,Pfizer India,Kerala,225,254,250
2024-11-08,Pfizer,PFI-312,Pfizer India,Karnataka,210,202,162
2024-11-09,Pfizer,PFI-313,Pfizer India,Tamil Nadu,192,184,150
2024-11-10,Pfizer,PFI-314,Pfizer India,Delhi,188,184,175
2024-11-11,Pfizer,PFI-315,Pfizer India,Maharashtra,211,212,204
2024-11-12,Pfizer,PFI-316,Pfizer India,Maharashtra,208,234,187
2024-11-13,Pfizer,PFI-317,Pfizer India,Maharashtra,205,232,200
2024-11-14,Pfizer,PFI-318,Pfizer India,Maharashtra,204,233,225
2024-11-15,Pfizer,PFI-319,Pfizer India,Tamil Nadu,161,155,147
2024-11-16,Pfizer,PFI-320,Pfizer India,Tamil Nadu,139,165,139
2024-11-17,Pfizer,PFI-321,Pfizer India,Maharashtra,167,175,135
2024-11-18,Pfizer,PFI-322,Pfizer India,Delhi,178,184,147
2024-11-19,Pfizer,PFI-323,Pfizer India,Kerala,189,182,134
2024-11-20,Pfizer,PFI-324,Pfizer India,Kerala,196,185,151
2024-11-21,Pfizer,PFI-325,Pfizer India,Tamil Nadu,191,203,155
2024-11-22,Pfizer,PFI-326,Pfizer India,Kerala,164,169,168
